Native Status,Physiognomy,MN DNR Official Name,Common Name,Emerging (New) Taxonomy,Gleason & Cronquist Synonym
N,"F,H",Persicaria amphibia var. stipulacea,flanged smartweed,,Polygonum amphibium var. stipulaceum
N,H,Persicaria arifolia,halberd-leaved tearthumb,,Polygonum arifolium
N,H,Persicaria careyi,Carey's smartweed,,Polygonum careyi
I,H,Persicaria hydropiper,marsh waterpepper,,Polygonum hydropiper
N,H,Persicaria hydropiperoides,mild waterpepper,,Polygonum hydropiperoides
N,H,Persicaria lapathifolia,nodding smartweed,,Polygonum lapathifolium
I,H,Persicaria longiseta,,,Polygonum cespitosum var. longisetum
I,H,Persicaria maculosa,lady's thumb,,Polygonum persicaria
I,H,Persicaria minor,pygmy smartweed,,
I,H,Persicaria orientalis,prince's feather,,Polygonum orientale
N,H,Persicaria pensylvanica,Pennsylvania smartweed,,Polygonum pensylvanicum
N,H,Persicaria punctata,dotted smartweed,,"Polygonum punctatum, Polygonum punctatum var. confertiflorum, Polygonum punctatum var. punctatum"
N,H,Persicaria sagittata,arrow-leaved tearthumb,,Polygonum sagittatum
N,H,Persicaria virginiana,Virginia knotweed,,Polygonum virginianum
N,H,Petasites frigidus,sweet coltsfoot,,"Petasites frigidus var. palmatus, Petasites sagittatus"
N,H,Petasites frigidus var. palmatus,palmate sweet coltsfoot,,Petasites frigidus var. palmatus
N,H,Petasites frigidus var. sagittatus,arrow-leaved sweet coltsfoot,,Petasites sagittatus
N,H,Petasites frigidus var. xvitifolius,grape-leaved sweet coltsfoot,,Petasites xvitifolius
I,H,Petrorhagia saxifraga var. saxifraga,petrorhagia,,Petrorhagia saxifraga
N,H,Phacelia franklinii,Franklin's phacelia,,Phacelia franklinii
I,G,Phalaris arundinacea,reed canary grass,,Phalaris arundinacea
I,G,Phalaris canariensis,birdseed grass,,Phalaris canariensis
I,H,Phedimus aizoon,orange stonewort,,
I,H,Phedimus spurius,two-row stonecrop,,Sedum spurium
N,H,Phegopteris connectilis,narrow beech fern,,Thelypteris phegopteris
N,H,Phegopteris hexagonoptera,broad beech fern,,Thelypteris hexagonoptera
I,D,Phellodendron amurense,Amur cork tree,,Phellodendron japonicum
N,H,Phemeranthus parviflorus,small-flowered fameflower,,Talinum parviflorum
N,H,Phemeranthus rugospermus,rough-seeded fameflower,,Talinum rugospermum
I,G,Phleum pratense subsp. pratense,timothy,,
N,H,Phlox divaricata var. laphamii,blue phlox,,Phlox divaricata var. laphamii
N,H,Phlox maculata,wild sweetwilliam,,Phlox maculata
I,H,Phlox paniculata,garden phlox,,Phlox paniculata
N,H,Phlox pilosa var. fulgida,prairie phlox,,Phlox pilosa var. fulgida
I,H,Phlox subulata var. subulata,ground pink,,Phlox subulata var. subulata
N,G,Phragmites australis,common reedgrass,,Phragmites australis
N,G,Phragmites australis subsp. americanus,common reedgrass,,Phragmites australis
I,G,Phragmites australis subsp. australis,common reedgrass,,Phragmites australis
N,H,Phryma leptostachya var. leptostachya,lopseed,,
N,H,Phyla lanceolata,fogfruit,,Phyla lanceolata
N,H,Physalis heterophylla,clammy ground cherry,,"Physalis heterophylla, Physalis heterophylla var. heterophylla"
N,H,Physalis longifolia,longleaf groundcherry,,
N,H,Physalis longifolia var. longifolia,longleaf groundcherry,,
N,H,Physalis longifolia var. subglabrata,,,
N,H,Physalis virginiana,Virginia ground cherry,,Physalis virginiana
N,H,Physaria ludoviciana,bladderpod,,Lesquerella ludoviciana
N,D,Physocarpus intermedius,Atlantic ninebark,,"Physocarpus opulifolius s.l., Physocarpus opulifolius var. intermedius"
N,D,Physocarpus opulifolius,common ninebark,,"Physocarpus opulifolius s.l., Physocarpus opulifolius var. opulifolius"
N,H,Physostegia virginiana var. virginiana,obedient plant,,Physostegia virginiana var. virginiana
N,E,Picea glauca,white spruce,,Picea glauca
N,E,Picea mariana,black spruce,,Picea mariana
N,H,Pilea fontana,black-fruited clearweed,,Pilea fontana
N,H,Pilea pumila,dwarf clearweed,,Pilea pumila
I,H,Pimpinella saxifraga subsp. saxifraga,solidstem burnet saxifrage,,Pimpinella saxifraga
N,H,Pinguicula vulgaris,butterwort,,Pinguicula vulgaris
N,E,Pinus banksiana,jack pine,,Pinus banksiana
N,E,Pinus resinosa,red pine,,Pinus resinosa
N,E,Pinus strobus,white pine,,Pinus strobus
I,E,Pinus sylvestris,scotch pine,,Pinus sylvestris
N,G,Piptatherum canadense,Canadian ricegrass,,Oryzopsis canadensis
N,G,Piptatherum pungens,sharp-pointed rice grass,,Oryzopsis pungens
N,G,Piptatherum racemosum,black-fruited rice grass,,Oryzopsis racemosa
N,H,Plagiobothrys scouleri var. penicillatus,Scouler's popcornflower,,Plagiobothrys scouleri var. penicillatus
N,H,Plantago aristata,bracted plantain,,Plantago aristata
N,H,Plantago elongata,slender plantain,,Plantago elongata
N,H,Plantago eriopoda,alkali plantain,,Plantago eriopoda
I,H,Plantago indica,leafy-stemmed plantain,,Plantago psyllium
I,H,Plantago lanceolata,English plantain,,Plantago lanceolata
I,H,Plantago major,common plantain,,Plantago major
I,H,Plantago major subsp. intermedia,many-seeded plantain,,
I,H,Plantago major subsp. major,common plantain,,
N,H,Plantago patagonica,woolly plantain,,"Plantago patagonica, Plantago patagonica var. patagonica, Plantago patagonica var. spinulosa"
N,H,Plantago rugelii,Rugel's plantain,,Plantago rugelii
N,H,Plantago virginica,hoary plantain,,Plantago virginica
N,H,Platanthera aquilonis,northern green bog orchid,,Habenaria hyperborea
N,H,Platanthera clavellata,small green wood orchid,,Habenaria clavellata
N,H,Platanthera dilatata var. dilatata,tall white bog orchid,,Habenaria dilatata
N,H,Platanthera flava var. herbiola,tubercled rein orchid,,Habenaria flava var. herbiola
N,H,Platanthera hookeri,Hooker's orchid,,Habenaria hookeri
N,H,Platanthera huronensis,tall northern bog orchid,,"Habenaria hyperborea, Habenaria xmedia"
N,H,Platanthera lacera,ragged fringed orchid,,Habenaria lacera
N,H,Platanthera obtusata,bluntleaved rein orchid,,Habenaria obtusata
N,H,Platanthera orbiculata,large round-leaved orchid,,Habenaria orbiculata var. macrophylla
N,H,Platanthera praeclara,western prairie fringed orchid,,Habenaria leucophaea var. praeclara
N,H,Platanthera psycodes,small purple fringed orchid,,"Habenaria psycodes, Habenaria psycodes var. grandiflora, Habenaria psycodes var. psycodes"
N,G,Poa alsodes,wood bluegrass,,Poa alsodes
I,G,Poa annua,annual bluegrass,,Poa annua
N,G,Poa arida,Plains bluegrass,,Poa arida
I,G,Poa bulbosa subsp. vivipara,bulbous bluegrass,,Poa bulbosa
I,G,Poa chaixii,tall bluegrass,,Poa chaixii
I,G,Poa compressa,Canada bluegrass,,Poa compressa
N,G,Poa glauca subsp. glauca,pale bluegrass,,"Poa glauca, Poa xtormentuosa"
N,G,Poa interior,inland bluegrass,,Poa interior
I,G,Poa nemoralis,woodland bluegrass,,Poa nemoralis
N,G,Poa paludigena,bog bluegrass,,Poa paludigena
N,G,Poa palustris,fowl bluegrass,,Poa palustris
I,G,Poa pratensis,Kentucky bluegrass,,Poa pratensis
I,G,Poa pratensis subsp. angustifolia,Kentucky bluegrass,,
I,G,Poa pratensis subsp. pratensis,Kentucky bluegrass,,Poa pratensis
N,G,Poa saltuensis,old-pasture bluegrass,,
N,G,Poa saltuensis subsp. languida,weak bluegrass,,Poa languida
N,G,Poa saltuensis subsp. saltuensis,pasture bluegrass,,Poa saltuensis s.l.
N,G,Poa sylvestris,woodland bluegrass,,Poa sylvestris
I,G,Poa trivialis subsp. trivialis,rough bluegrass,,Poa trivialis
N,G,Poa wolfii,Wolf's bluegrass,,Poa wolfii
N,H,Podophyllum peltatum,mayapple,,Podophyllum peltatum
N,H,Pogonia ophioglossoides,rose pogonia,,Pogonia ophioglossoides
N,H,Polanisia dodecandra,clammy weed,,Polanisia dodecandra
N,H,Polanisia dodecandra subsp. dodecandra,clammy weed,,Polanisia dodecandra var. dodecandra
N,H,Polanisia dodecandra subsp. trachysperma,clammy weed,,Polanisia dodecandra var. trachysperma
N,H,Polanisia jamesii,James' polanisia,,Polanisia jamesii
N,H,Polemonium lacustre,Great Lakes Jacob's-ladder,,Polemonium occidentale subsp. lacustre
N,H,Polemonium reptans var. reptans,spreading Jacob's-ladder,,Polemonium reptans var. reptans
N,H,Polygala cruciata,cross-leaved milkwort,,Polygala cruciata
N,H,Polygala polygama,racemed milkwort,,"Polygala polygama, Polygala polygama var. obtusata"
N,H,Polygala sanguinea,blood milkwort,,Polygala sanguinea
N,H,Polygala senega,Seneca snakeroot,,Polygala senega
N,H,Polygala verticillata,whorled milkwort,,"Polygala verticillata, Polygala verticillata var. isocycla"
N,H,Polygaloides paucifolia,gaywings,,Polygala paucifolia
N,H,Polygonatum biflorum,giant Solomon's seal,,Polygonatum biflorum
N,H,Polygonatum pubescens,hairy Solomon's seal,,Polygonatum pubescens
N,H,Polygonella articulata,coast jointweed,,Polygonella articulata
N,H,Polygonum achoreum,blue knotweed,,Polygonum achoreum
I,H,Polygonum aviculare,prostrate knotweed,,Polygonum aviculare
I,H,Polygonum aviculare subsp. aviculare,common knotweed,,Polygonum aviculare
N,H,Polygonum aviculare subsp. buxiforme,American knotweed,,Polygonum aviculare
I,H,Polygonum aviculare subsp. depressum,common knotweed,,Polygonum aviculare
I,H,Polygonum aviculare subsp. neglectum,common knotweed,,Polygonum aviculare
N,H,Polygonum douglasii,Douglas' knotweed,,Polygonum douglasii
N,H,Polygonum erectum,erect knotweed,,Polygonum erectum
N,H,Polygonum ramosissimum,bushy knotweed,,Polygonum ramosissimum
N,H,Polygonum ramosissimum subsp. prolificum,bushy knotweed,,Polygonum ramosissimum
N,H,Polygonum ramosissimum subsp. ramosissimum,bushy knotweed,,Polygonum ramosissimum
N,H,Polygonum tenue,slender knotweed,,Polygonum tenue
N,H,Polymnia canadensis,leafcup,,Polymnia canadensis
N,H,Polypodium virginianum,rock polypody,,Polypodium virginianum
N,H,Polystichum acrostichoides,Christmas fern,,Polystichum acrostichoides
N,H,Polystichum braunii,Braun's holly fern,,Polystichum braunii
N,H,Polytaenia nuttallii,prairie parsley,,Polytaenia nuttallii
N,H,Pontederia cordata,pickerelweed,,Pontederia cordata
I,D,Populus alba,white poplar,,Populus alba
N,D,Populus balsamifera,balsam poplar,,Populus balsamifera
N,D,Populus deltoides subsp. monilifera,cottonwood,,Populus deltoides var. occidentalis
N,D,Populus grandidentata,big-toothed aspen,,Populus grandidentata
N,D,Populus tremuloides,quaking aspen,,Populus tremuloides
N,D,Populus xjackii,Jack's cottonwood,,Populus xjackii
I,H,Portulaca oleracea,purslane,,Portulaca oleracea
N,"F,H",Potamogeton alpinus,alpine pondweed,,Potamogeton alpinus var. tenuifolius
N,"F,H,S",Potamogeton amplifolius,large-leaved pondweed,,Potamogeton amplifolius
N,"F,H",Potamogeton bicupulatus,snailseed pondweed,,"Potamogeton diversifolius s.l., Potamogeton diversifolius var. trichophyllus"
N,"F,H",Potamogeton confervoides,algae-like pondweed,,Potamogeton confervoides
I,"F,H",Potamogeton crispus,curly pondweed,,Potamogeton crispus
N,"F,H",Potamogeton diversifolius,diverse-leaved pondweed,,"Potamogeton diversifolius s.l., Potamogeton diversifolius var. diversifolius"
N,"F,H,S",Potamogeton epihydrus,ribbon-leaved pondweed,,Potamogeton epihydrus
N,"F,H",Potamogeton foliosus subsp. foliosus,leafy pondweed,,Potamogeton foliosus
N,"F,H",Potamogeton friesii,Fries' pondweed,,Potamogeton friesii
N,"F,H,S",Potamogeton gramineus,grass-leaved pondweed,,Potamogeton gramineus
N,"F,H",Potamogeton illinoensis,Illinois pondweed,,Potamogeton illinoensis
N,"F,H,S",Potamogeton natans,floating pondweed,,Potamogeton natans
N,"F,H",Potamogeton nodosus,American pondweed,,Potamogeton nodosus
N,"F,H",Potamogeton oakesianus,Oakes' pondweed,,Potamogeton oakesianus
N,"F,H",Potamogeton obtusifolius,blunt-leaved pondweed,,Potamogeton obtusifolius
N,"F,H",Potamogeton praelongus,white-stemmed pondweed,,Potamogeton praelongus
N,"F,H",Potamogeton pulcher,spotted pondweed,,Potamogeton pulcher
N,"F,H",Potamogeton pusillus,very small pondweed,,Potamogeton pusillus
N,"F,H",Potamogeton pusillus subsp. pusillus,very small pondweed,,Potamogeton pusillus
N,"F,H",Potamogeton pusillus subsp. tenuissimus,very small pondweed,,Potamogeton pusillus
N,"F,H",Potamogeton richardsonii,Richardson's pondweed,,Potamogeton richardsonii
N,"F,H",Potamogeton robbinsii,Robbins' pondweed,,Potamogeton robbinsii
N,"F,H,S",Potamogeton spirillus,coiled pondweed,,Potamogeton spirillus
N,"F,H",Potamogeton strictifolius,straight-leaved pondweed,,Potamogeton strictifolius
N,"F,H",Potamogeton vaseyi,Vasey's pondweed,,Potamogeton vaseyi
N,H,Potamogeton xhagstroemii,Hagstroem's pondweed,,Potamogeton gramineus x richardsonii
N,H,Potamogeton xhaynesii,Haynes' pondweed,,Potamogeton xhaynesii
N,"F,H",Potamogeton zosteriformis,flat-stemmed pondweed,,Potamogeton zosteriformis
N,H,Potentilla anserina subsp. anserina,silverweed,,
I,H,Potentilla argentea,silvery cinquefoil,,Potentilla argentea
N,H,Potentilla bipinnatifida,tansey cinquefoil,,"Potentilla pensylvanica s.l., Potentilla pensylvanica var. bipinnatifida"
N,H,Potentilla gracilis var. flabelliformis,slender cinquefoil,,
N,H,Potentilla hippiana,woolly cinquefoil,,Potentilla hippiana
N,H,Potentilla lasiodonta,sandhills cinquefoil,,Potentilla pensylvanica s.l.
N,H,Potentilla norvegica,rough cinquefoil,,Potentilla norvegica
N,H,Potentilla pensylvanica,Pennsylvania cinquefoil,,"Potentilla pensylvanica s.l., Potentilla pensylvanica var. arida, Potentilla pensylvanica var. pensylvanica"
I,H,Potentilla recta,rough-fruited cinquefoil,,Potentilla recta
N,H,Potentilla rivalis,brook cinquefoil,,Potentilla rivalis s.l.
N,H,Potentilla simplex,oldfield cinquefoil,,Potentilla simplex
N,H,Potentilla supina subsp. paradoxa,busy cinquefoil,,
N,H,Prenanthes alba,white rattlesnakeroot,,Prenanthes alba
N,H,Prenanthes aspera,hairy rattlesnakeroot,,Prenanthes aspera
N,H,Prenanthes crepidinea,nodding rattlesnakeroot,,Prenanthes crepidinea
N,H,Prenanthes racemosa,smooth rattlesnakeroot,,"Prenanthes racemosa, Prenanthes racemosa var. multiflora, Prenanthes racemosa var. racemosa"
N,H,Primula mistassinica,Mistassini primrose,,Primula mistassinica
N,H,Prosartes trachycarpa,rough-fruited fairybells,,Disporum trachycarpum
I,H,Prunella vulgaris,heal-all,,Prunella vulgaris
I,H,Prunella vulgaris var. lanceolata,heal-all,,Prunella vulgaris var. lanceolata
I,H,Prunella vulgaris var. vulgaris,heal-all,,Prunella vulgaris var. vulgaris
N,D,Prunus americana,wild plum,,Prunus americana
N,D,Prunus nigra,Canada plum,,Prunus nigra
N,D,Prunus pensylvanica,pin cherry,,Prunus pensylvanica
N,D,Prunus pumila,sand cherry,,Prunus pumila
N,D,Prunus pumila var. besseyi,sand cherry,,Prunus pumila var. besseyi
N,D,Prunus pumila var. pumila,sand cherry,,Prunus pumila var. pumila
N,D,Prunus pumila var. susquehanae,Sesquehana sandcherry,Prunus susquehanae,Prunus pumila var. cuneata
N,D,Prunus serotina var. serotina,black cherry,,
N,D,Prunus virginiana var. virginiana,eastern chokecherry,,
N,H,Pseudognaphalium macounii,clammy cudweed,,Gnaphalium macounii
N,H,Pseudognaphalium obtusifolium,sweet everlasting,,Gnaphalium obtusifolium
I,D,Ptelea trifoliata subsp. trifoliata,wafer ash,,Ptelea trifoliata
N,H,Pteridium aquilinum subsp. latiusculum,eastern bracken,,Pteridium aquilinum var. latiusculum
I,G,Puccinellia distans,European alkali grass,,Puccinellia distans
N,G,Puccinellia nuttalliana,Nuttall's alkali grass,,Puccinellia nuttalliana
N,H,Pycnanthemum virginianum,Virginia mountain mint,,Pycnanthemum virginianum
N,H,Pyrola americana,round-leaved pyrola,,"Pyrola rotundifolia, Pyrola rotundifolia var. americana"
N,H,Pyrola asarifolia subsp. asarifolia,Bog wintergreen,,Pyrola asarifolia
N,H,Pyrola chlorantha,green-flowered pyrola,,Pyrola chlorantha
N,H,Pyrola elliptica,elliptic shinleaf,,Pyrola elliptica
N,H,Pyrola minor,small shinleaf,,Pyrola minor
N,D,Quercus alba,white oak,,Quercus alba
N,D,Quercus bicolor,swamp white oak,,Quercus bicolor
N,D,Quercus bicolor x macrocarpa,oak,,Quercus xschuettei
N,D,Quercus ellipsoidalis,northern pin oak,,Quercus ellipsoidalis
N,D,Quercus ellipsoidalis x rubra,oak,,
N,D,Quercus macrocarpa,bur oak,,Quercus macrocarpa
N,D,Quercus muhlenbergii,chestnut oak,,Quercus muhlenbergii
N,D,Quercus rubra,northern red oak,,Quercus rubra
N,D,Quercus velutina,black oak,,Quercus velutina
N,D,Quercus xbebbiana,Bebb's hybrid white oak,,Quercus xbebbiana
N,D,Quercus xhawkinsii,Hawkins' hybrid black oak,,Quercus xhawkinsiae
N,D,Quercus xhillii,Hill's hybrid white oak,,Quercus xhillii
I,D,Quercus xpaleolithicola,oak,,Quercus xpalaeolithica
N,H,Ranunculus abortivus,kidney-leaved buttercup,,Ranunculus abortivus var. abortivus
I,H,Ranunculus acris,tall buttercup,,Ranunculus acris
N,"H,S",Ranunculus aquatilis var. diffusus,limp white water crowfoot,,"Ranunculus longirostris, Ranunculus subrigidus, Ranunculus trichophyllus var. trichophyllus"
N,H,Ranunculus cymbalaria,seaside crowfoot,,Ranunculus cymbalaria
N,H,Ranunculus fascicularis,early buttercup,,Ranunculus fascicularis
I,H,Ranunculus ficaria,lesser celandine,,
N,H,Ranunculus flabellaris,large yellow water crowfoot,,Ranunculus flabellaris
N,"H,S",Ranunculus flammula,creeping spearwort,,Ranunculus flammula
N,"H,S",Ranunculus flammula var. ovalis,creeping spearwort,,Ranunculus flammula var. ovalis
N,"H,S",Ranunculus flammula var. reptans,creeping spearwort,,Ranunculus flammula var. filiformis
N,"H,S",Ranunculus gmelinii,small yellow water crowfoot,,"Ranunculus gmelinii, Ranunculus gmelinii var. gmelinii, Ranunculus gmelinii var. hookeri"
N,H,Ranunculus hispidus,hispid buttercup,,Ranunculus hispidus
N,H,Ranunculus hispidus var. caricetorum,hispid buttercup,,Ranunculus hispidus var. caricetorum
N,H,Ranunculus hispidus var. nitidus,hispid buttercup,,Ranunculus hispidus var. nitidus
N,H,Ranunculus lapponicus,Lapland buttercup,,Ranunculus lapponicus
N,H,Ranunculus macounii,Macoun's buttercup,,Ranunculus macounii
N,H,Ranunculus pensylvanicus,bristly buttercup,,Ranunculus pensylvanicus
N,H,Ranunculus recurvatus var. recurvatus,hooked crowfoot,,Ranunculus recurvatus
I,H,Ranunculus repens,creeping buttercup,,Ranunculus repens
N,H,Ranunculus rhomboideus,prairie buttercup,,Ranunculus rhomboideus
N,H,Ranunculus sceleratus,cursed crowfoot,,Ranunculus sceleratus
N,H,Ranunculus sceleratus var. multifidus,cursed crowfoot,,Ranunculus sceleratus var. multifidus
N,H,Ranunculus sceleratus var. sceleratus,cursed crowfoot,,Ranunculus sceleratus var. sceleratus
I,H,Ranunculus testiculatus,,,Ranunculus testiculatus
I,H,Raphanus raphanistrum,jointed charlock,,Raphanus raphanistrum
N,H,Ratibida columnifera,prairie coneflower,,Ratibida columnifera
N,H,Ratibida pinnata,gray-headed coneflower,,Ratibida pinnata
N,D,Rhamnus alnifolia,alderleaf buckthorn,,Rhamnus alnifolia
I,D,Rhamnus cathartica,common buckthorn,,Rhamnus cathartica
N,H,Rhodiola integrifolia subsp. leedyi,Leedy's roseroot,,Sedum rosea var. integrifolium
N,B,Rhododendron groenlandicum,Labrador tea,,Ledum groenlandicum
U,D,Rhus aromatica var. aromatica,fragrant sumac,,Rhus aromatica var. aromatica
N,D,Rhus glabra,smooth sumac,,Rhus glabra
N,D,Rhus typhina,staghorn sumac,,Rhus typhina
N,D,Rhus xborealis,hybrid sumac,,Rhus xborealis
N,G,Rhynchospora alba,white beak rush,,Rhynchospora alba
N,G,Rhynchospora capillacea,hair-like beak rush,,Rhynchospora capillacea
N,G,Rhynchospora capitellata,brownish beaksedge,,Rhynchospora capitellata
N,G,Rhynchospora fusca,sooty-colored beak rush,,Rhynchospora fusca
N,D,Ribes americanum,wild black currant,,Ribes americanum
N,D,Ribes aureum var. villosum,clove current,,Ribes odoratum
N,D,Ribes cynosbati,prickly gooseberry,,Ribes cynosbati
N,D,Ribes glandulosum,skunk currant,,Ribes glandulosum
N,D,Ribes hirtellum,swamp gooseberry,,Ribes hirtellum
N,D,Ribes hudsonianum,northern black currant,,Ribes hudsonianum
N,D,Ribes lacustre,swamp black currant,,Ribes lacustre
N,D,Ribes missouriense,Missouri gooseberry,,Ribes missouriense
I,D,Ribes nigrum,black currant,,Ribes nigrum
N,D,Ribes oxyacanthoides var. oxyacanthoides,northern gooseberry,,Ribes oxyacanthoides var. oxyacanthoides
I,D,Ribes rubrum,red currant,,Ribes sativum
N,D,Ribes triste,swamp red currant,,Ribes triste
I,D,Robinia hispida,prickly locust,,Robinia hispida var. hispida
I,D,Robinia pseudoacacia,black locust,,Robinia pseudoacacia
N,"F,H",Rorippa aquatica,lakecress,,Armoracia lacustris
N,H,Rorippa curvipes,bluntleaf yellowcress,,
N,H,Rorippa palustris,Icelandic yellow cress,,Rorippa palustris
N,H,Rorippa palustris subsp. hispida,Icelandic yellow cress,,Rorippa palustris var. hispida
N,H,Rorippa palustris subsp. palustris,Icelandic yellow cress,,"Rorippa palustris var. fernaldiana, Rorippa palustris var. palustris"
N,H,Rorippa sessiliflora,sessile-flowered yellow cress,,Rorippa sessiliflora
N,H,Rorippa sinuata,spreading yellow cress,,Rorippa sinuata
N,H,Rorippa sphaerocarpa,roundfruit yellowcress,,
I,H,Rorippa sylvestris,creeping yellow cress,,Rorippa sylvestris
N,D,Rosa acicularis subsp. sayi,prickly rose,,Rosa acicularis subsp. sayi
N,D,Rosa arkansana,prairie rose,,Rosa arkansana
N,D,Rosa blanda,smooth wild rose,,Rosa blanda
I,D,Rosa multiflora,multiflora rose,,Rosa multiflora
I,D,Rosa rugosa,Japanese rose,,Rosa rugosa
N,D,Rosa woodsii var. woodsii,Wood's rose,,Rosa woodsii var. woodsii
N,D,Rosa xdulcissima,rose,,
N,H,Rotala ramosior,toothcup,,Rotala ramosior
N,D,Rubus ablatus,mountain blackberry,,Rubus pensilvanicus s.l.
N,D,Rubus acridens,sharp-toothed blackberry,,Rubus acridens
N,D,Rubus allegheniensis,Allegheny blackberry,,Rubus allegheniensis s.l.
N,D,Rubus alumnus,oldfield blackberry,,Rubus allegheniensis s.l.
N,H,Rubus arcticus subsp. acaulis,Arctic dwarf raspberry,,
N,D,Rubus canadensis,smooth blackberry,,Rubus canadensis s.l.
N,D,Rubus chamaemorus,cloudberry,,Rubus chamaemorus
N,D,Rubus dissensus,dissenting bristle-berry,,Rubus setosus
N,D,Rubus ferrofluvius,Iron River dewberry,,Rubus flagellaris s.l.
N,D,Rubus frondosus,leafy-flowered blackberry,,Rubus pensilvanicus s.l.
N,D,Rubus fulleri,Fuller's bristle-berry,,Rubus setosus
N,D,Rubus groutianus,Grout's bristle-berry,,Rubus setosus
U,D,Rubus idaeus,American red raspberry,,Rubus idaeus
I,D,Rubus idaeus var. idaeus,European raspberry,,
N,D,Rubus idaeus var. strigosus,wild red raspberry,,Rubus idaeus var. strigosus
N,D,Rubus ithacanus,Ithica dewberry,,Rubus flagellaris s.l.
N,D,Rubus missouricus,Missouri bristle-berry,,
N,D,Rubus multifer,Kinnickinnick dewberry,,Rubus flagellaris s.l.
N,D,Rubus occidentalis,black raspberry,,Rubus occidentalis
N,D,Rubus parviflorus,thimbleberry,,Rubus parviflorus
I,D,Rubus parvifolius,small-leaf bramble,,
N,D,Rubus plicatifolius,plaitleaf dewberry,,"Rubus flagellaris s.l., Rubus recurvicaulis"
N,H,Rubus pubescens,dwarf raspberry,,Rubus pubescens
N,D,Rubus quaesitus,Prince Edward Island blackberry,,
N,D,Rubus recurvans,recurved blackberry,,Rubus pensilvanicus s.l.
N,D,Rubus regionalis,a species of bristleberry,,Rubus setosus
N,D,Rubus rosa,rose blackberry,,Rubus xrosa
N,D,Rubus satis,Downy dewberry,,Rubus flagellaris s.l.
N,D,Rubus semisetosus,swamp blackberry,,Rubus setosus
N,D,Rubus steelei,Steele's dewberry,,Rubus flagellaris s.l.
N,D,Rubus stipulatus,bristle-berry,,
N,D,Rubus superioris,Lake Superior blackberry,,Rubus pensilvanicus s.l.
N,D,Rubus uniformis,thornless dewberry,,Rubus setosus
N,D,Rubus vermontanus,Vermont bristle-berry,,Rubus setosus
N,D,Rubus wheeleri,Wheeler's blackberry,,Rubus setosus
N,D,Rubus wisconsinensis,Wisconsin Bristleberry,,Rubus pensilvanicus s.l.
N,D,Rubus xneglectus,hybrid red raspberry,,Rubus xneglectus
N,H,Rudbeckia hirta var. pulcherrima,black-eyed susan,,Rudbeckia hirta var. pulcherrima
N,H,Rudbeckia laciniata var. laciniata,cutleaf coneflower,,Rudbeckia laciniata
I,H,Rudbeckia subtomentosa,sweet coneflower,,Rudbeckia subtomentosa
N,H,Rudbeckia triloba var. triloba,three-leaved coneflower,,Rudbeckia triloba
N,H,Ruellia humilis,wild petunia,,Ruellia humilis
I,H,Rumex acetosa,green sorrel,,Rumex acetosa
I,H,Rumex acetosella,common sheep sorrel,,Rumex acetosella
N,H,Rumex altissimus,tall water dock,,Rumex altissimus
N,H,Rumex britannica,great water dock,,Rumex orbiculatus
I,H,Rumex crispus,curly dock,,Rumex crispus
N,H,Rumex fueginus,golden dock,,Rumex maritimus var. fueginus
I,H,Rumex longifolius,domestic dock,,Rumex longifolius
I,H,Rumex obtusifolius,bitter dock,,Rumex obtusifolius
I,H,Rumex patientia,patience dock,,Rumex patientia
I,H,Rumex pseudonatronatus,field dock,,
I,H,Rumex stenophyllus,narrow-leaved dock,,Rumex stenophyllus
N,H,Rumex triangulivalvis,Mexican dock,,
N,H,Rumex verticillatus,whorled water dock,,Rumex verticillatus
N,"H,S",Ruppia cirrhosa,spiral ditchgrass,,Ruppia maritima
N,H,Sagina nodosa subsp. borealis,knotty pearlwort,,Sagina nodosa var. borealis
I,H,Sagina procumbens,bird's eye pearlwort,,Sagina procumbens
N,H,Sagittaria brevirostra,short-beaked arrowhead,,Sagittaria brevirostra
N,H,Sagittaria cristata,crested arrowhead,,Sagittaria graminea var. cristata
N,"H,S",Sagittaria cuneata,arum-leaved arrowhead,,Sagittaria cuneata
N,H,Sagittaria latifolia,broad-leaved arrowhead,,Sagittaria latifolia
N,H,Sagittaria montevidensis subsp. calycina,hooded arrowhead,,Sagittaria calycina
N,"H,S",Sagittaria rigida,sessile-fruited arrowhead,,Sagittaria rigida
N,H,Salicornia rubra,red saltwort,,Salicornia rubra
I,D,Salix alba,white willow,,Salix alba
N,D,Salix amygdaloides,peach-leaved willow,,Salix amygdaloides
N,D,Salix bebbiana,Bebb's willow,,Salix bebbiana
N,D,Salix candida,sage-leaved willow,,Salix candida
N,D,Salix discolor,pussy willow,,Salix discolor
N,D,Salix eriocephala,heart-leaved willow,Salix eriocephala var. eriocephala,Salix eriocephala s.l.
N,D,Salix famelica,heart-leaved willow,Salix eriocephala var. famelica,Salix eriocephala s.l.
N,D,Salix humilis,prairie willow,,Salix humilis
N,D,Salix humilis var. humilis,prairie willow,,Salix humilis
N,D,Salix humilis var. tristis,prairie willow,,Salix humilis
N,D,Salix interior,sandbar willow,,"Salix exigua, Salix exigua subsp. interior"
N,D,Salix lucida,shining willow,,"Salix lucida, Salix lucida var. lucida"
N,D,Salix maccalliana,McCalla's willow,,
N,D,Salix nigra,black willow,,Salix nigra
